OID_,Value,Count,bps,evt,evh_reclass,evc_reclass,BPS_MODEL,EVT_LF,EVT_PHYS,EVT_SBCLS,Leaf_Form,HT_Class,Lifeform,CanCover,SClass,LandType,LABEL
137,137,20.000000000000000,1883,9817,23,8,13700_53_61_62,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,70-79,7,RB Mixed Hardwood-Toeslope (ELTP),UE
138,138,3176.000000000000000,1883,7320,43,7,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,3,RB Mixed Hardwood-Toeslope (ELTP),C
139,139,3303.000000000000000,1883,9817,21,4,13700_53_61_62,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,0-0.5,Herb,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
140,140,1318.000000000000000,1874,9817,21,4,13180_57_59_61,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,0-0.5,Herb,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
141,141,5691.000000000000000,1888,7299,1,1,14720_61_62_63,Developed,Developed-Roads,Developed,NA,0,Non,0,120,RB Small Stream Riparian (ELTP),Developed
142,142,6.000000000000000,1888,7929,23,7,14720_61_62_63,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,60-69,7,RB Small Stream Riparian (ELTP),UE
143,143,110.000000000000000,1878,7908,1,1,13500_61,Herb,Developed,Perennial graminoid,NA,0,Non,0,120,High Elevation Spruce-Fir,Developed
144,144,4905.000000000000000,1875,9315,43,8,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,70-79,7,Dry Mesic Mixed Oak Hardwood,UE
145,145,19.000000000000000,1883,7927,43,7,13700_53_61_62,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,10-25,Tree,60-69,7,RB Mixed Hardwood-Toeslope (ELTP),UE
146,146,1399.000000000000000,1883,7977,21,6,13700_53_61_62,Herb,Agricultural,Annual Graminoid/Forb,NA,0-0.5,Herb,50-59,180,RB Mixed Hardwood-Toeslope (ELTP),Agriculture
147,147,226.000000000000000,1875,9817,23,7,13200_48_57_61,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,60-69,7,Dry Mesic Mixed Oak Hardwood,UE
148,148,5.000000000000000,1875,7925,43,9,13200_48_57_61,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,80-89,7,Dry Mesic Mixed Oak Hardwood,UE
149,149,8.000000000000000,1875,7929,23,6,13200_48_57_61,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,50-59,7,Dry Mesic Mixed Oak Hardwood,UE
150,150,192.000000000000000,1883,7908,1,1,13700_53_61_62,Herb,Developed,Perennial graminoid,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
151,151,406.000000000000000,1883,7296,1,1,13700_53_61_62,Developed,Developed-Low Intensity,Developed,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
152,152,692.000000000000000,1883,7977,23,5,13700_53_61_62,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,40-49,180,RB Mixed Hardwood-Toeslope (ELTP),Agriculture
153,153,33.000000000000000,1875,7557,43,8,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
154,154,6514.000000000000000,1874,7299,1,1,13180_57_59_61,Developed,Developed-Roads,Developed,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
155,155,314.000000000000000,1875,7977,23,5,13200_48_57_61,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,40-49,180,Dry Mesic Mixed Oak Hardwood,Agriculture
156,156,148.000000000000000,1875,9315,43,4,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,30-39,7,Dry Mesic Mixed Oak Hardwood,UE
157,157,1276.000000000000000,1875,7511,44,9,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,5,Dry Mesic Mixed Oak Hardwood,E
158,158,502.000000000000000,1875,9315,43,5,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,40-49,7,Dry Mesic Mixed Oak Hardwood,UE
159,159,21.000000000000000,1875,7512,43,5,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
160,160,1021.000000000000000,1875,7321,43,6,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,4,Dry Mesic Mixed Oak Hardwood,D
161,161,24.000000000000000,1875,7557,43,5,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
162,162,1087.000000000000000,1875,7512,43,8,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
163,163,2686.000000000000000,1883,9315,43,6,13700_53_61_62,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,50-59,7,RB Mixed Hardwood-Toeslope (ELTP),UE
164,164,2648.000000000000000,1883,7321,43,6,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Mixed Hardwood-Toeslope (ELTP),C
165,165,1374.000000000000000,1875,7303,44,8,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
166,166,2659.000000000000000,1875,7321,43,7,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,4,Dry Mesic Mixed Oak Hardwood,D
167,167,414.000000000000000,1875,7321,43,5,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
168,168,1319.000000000000000,1874,7511,43,7,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,4,RB Mixed Hardwood-Toeslope (ELTP),D
169,169,1836.000000000000000,1874,9315,43,7,13180_57_59_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,60-69,7,RB Mixed Hardwood-Toeslope (ELTP),UE
170,170,245.000000000000000,1875,7320,43,5,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
171,171,215.000000000000000,1875,7512,43,7,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,60-69,4,Dry Mesic Mixed Oak Hardwood,D
172,172,204.000000000000000,1875,7556,43,5,13200_48_57_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
173,173,1012.000000000000000,1883,7907,1,1,13700_53_61_62,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
174,174,18.000000000000000,1883,9288,43,6,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Mixed Hardwood-Toeslope (ELTP),C
175,175,18.000000000000000,1875,7925,43,8,13200_48_57_61,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,70-79,7,Dry Mesic Mixed Oak Hardwood,UE
176,176,35.000000000000000,1875,7557,43,6,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,50-59,4,Dry Mesic Mixed Oak Hardwood,D
177,177,4.000000000000000,1875,7557,43,4,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,30-39,4,Dry Mesic Mixed Oak Hardwood,D
178,178,6081.000000000000000,1888,7511,43,9,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,2,RB Small Stream Riparian (ELTP),B
179,179,88.000000000000000,1875,7909,1,1,13200_48_57_61,Shrub,Developed,Mixed evergreen-deciduous shrubland,NA,0,Non,0,120,Dry Mesic Mixed Oak Hardwood,Developed
180,180,4482.000000000000000,1883,7350,43,9,13700_53_61_62,Tree,Conifer,Evergreen closed tree canopy,con,10-25,Tree,80-89,2,RB Mixed Hardwood-Toeslope (ELTP),B
181,181,2033.000000000000000,1883,7303,43,5,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
182,182,358.000000000000000,1875,7511,43,5,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
183,183,286.000000000000000,1888,7320,43,8,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,2,RB Small Stream Riparian (ELTP),B
184,184,1497.000000000000000,1875,7303,43,6,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,4,Dry Mesic Mixed Oak Hardwood,D
185,185,1051.000000000000000,1875,7303,43,5,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
186,186,4827.000000000000000,1874,7318,43,8,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,RB Mixed Hardwood-Toeslope (ELTP),E
187,187,156.000000000000000,1875,7907,1,1,13200_48_57_61,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,0,Non,0,120,Dry Mesic Mixed Oak Hardwood,Developed
188,188,271.000000000000000,1874,7320,43,7,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,4,RB Mixed Hardwood-Toeslope (ELTP),D
189,189,3074.000000000000000,1875,9315,43,7,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,60-69,7,Dry Mesic Mixed Oak Hardwood,UE
190,190,149.000000000000000,1875,7377,43,5,13200_48_57_61,Tree,Conifer,Evergreen open tree canopy,con,10-25,Tree,40-49,4,Dry Mesic Mixed Oak Hardwood,D
191,191,1761.000000000000000,1875,7321,44,9,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,5,Dry Mesic Mixed Oak Hardwood,E
192,192,576.000000000000000,1883,7318,43,7,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,3,RB Mixed Hardwood-Toeslope (ELTP),C
193,193,3719.000000000000000,1888,7321,43,7,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,3,RB Small Stream Riparian (ELTP),C
194,194,356.000000000000000,1888,7320,43,9,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,2,RB Small Stream Riparian (ELTP),B
195,195,1075.000000000000000,1888,7321,43,6,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Small Stream Riparian (ELTP),C
196,196,109.000000000000000,1875,7556,43,4,13200_48_57_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,30-39,4,Dry Mesic Mixed Oak Hardwood,D
197,197,1129.000000000000000,1888,9315,43,7,14720_61_62_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,60-69,7,RB Small Stream Riparian (ELTP),UE
198,198,113.000000000000000,1888,7556,43,5,14720_61_62_63,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,40-49,3,RB Small Stream Riparian (ELTP),C
199,199,323.000000000000000,1888,9315,43,5,14720_61_62_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,40-49,7,RB Small Stream Riparian (ELTP),UE
200,200,119.000000000000000,1875,9317,34,4,13200_48_57_61,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,30-39,7,Dry Mesic Mixed Oak Hardwood,UE
201,201,48.000000000000000,1888,7556,43,4,14720_61_62_63,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,30-39,3,RB Small Stream Riparian (ELTP),C
202,202,623.000000000000000,1888,9315,43,6,14720_61_62_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,50-59,7,RB Small Stream Riparian (ELTP),UE
203,203,273.000000000000000,1875,9317,34,5,13200_48_57_61,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,40-49,7,Dry Mesic Mixed Oak Hardwood,UE
204,204,393.000000000000000,1888,7321,43,5,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Small Stream Riparian (ELTP),C
205,205,34.000000000000000,1888,7320,43,6,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Small Stream Riparian (ELTP),C
206,206,732.000000000000000,1875,7370,43,6,13200_48_57_61,Tree,Conifer,Evergreen closed tree canopy,con,10-25,Tree,50-59,4,Dry Mesic Mixed Oak Hardwood,D
207,207,1296.000000000000000,1883,7320,43,6,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Mixed Hardwood-Toeslope (ELTP),C
208,208,206.000000000000000,1888,9315,43,4,14720_61_62_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,30-39,7,RB Small Stream Riparian (ELTP),UE
209,209,55.000000000000000,1888,7321,43,4,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,3,RB Small Stream Riparian (ELTP),C
210,210,70.000000000000000,1888,7320,43,7,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,3,RB Small Stream Riparian (ELTP),C
211,211,598.000000000000000,1888,7303,43,6,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Small Stream Riparian (ELTP),C
212,212,59.000000000000000,1875,7297,1,1,13200_48_57_61,Developed,Developed-Medium Intensity,Developed,NA,0,Non,0,120,Dry Mesic Mixed Oak Hardwood,Developed
213,213,876.000000000000000,1875,7370,43,8,13200_48_57_61,Tree,Conifer,Evergreen closed tree canopy,con,10-25,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
214,214,649.000000000000000,1875,7511,44,8,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
215,215,460.000000000000000,1875,7321,44,8,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
216,216,200.000000000000000,1888,7318,43,7,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,3,RB Small Stream Riparian (ELTP),C
217,217,74.000000000000000,1875,9288,43,8,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
218,218,896.000000000000000,1888,7318,43,8,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,2,RB Small Stream Riparian (ELTP),B
219,219,22.000000000000000,1875,9288,43,7,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,4,Dry Mesic Mixed Oak Hardwood,D
220,220,150.000000000000000,1883,7317,43,8,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,2,RB Mixed Hardwood-Toeslope (ELTP),B
221,221,77.000000000000000,1874,7317,43,8,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,RB Mixed Hardwood-Toeslope (ELTP),E
222,222,792.000000000000000,1888,7303,44,8,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,RB Small Stream Riparian (ELTP),E
223,223,41.000000000000000,1888,7556,43,9,14720_61_62_63,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,80-89,2,RB Small Stream Riparian (ELTP),B
224,224,84.000000000000000,1874,7317,43,9,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,RB Mixed Hardwood-Toeslope (ELTP),E
225,225,35.000000000000000,1888,7317,43,9,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,2,RB Small Stream Riparian (ELTP),B
226,226,357.000000000000000,1874,7556,43,9,13180_57_59_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,80-89,5,RB Mixed Hardwood-Toeslope (ELTP),E
227,227,426.000000000000000,1875,9315,44,9,13200_48_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,80-89,7,Dry Mesic Mixed Oak Hardwood,UE
228,228,190.000000000000000,1888,9315,44,9,14720_61_62_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,80-89,7,RB Small Stream Riparian (ELTP),UE
229,229,7.000000000000000,1874,9288,43,4,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,4,RB Mixed Hardwood-Toeslope (ELTP),D
230,230,512.000000000000000,1874,9817,23,6,13180_57_59_61,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,50-59,7,RB Mixed Hardwood-Toeslope (ELTP),UE
231,231,83.000000000000000,1874,7556,43,4,13180_57_59_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,30-39,4,RB Mixed Hardwood-Toeslope (ELTP),D
232,232,89.000000000000000,1883,7297,1,1,13700_53_61_62,Developed,Developed-Medium Intensity,Developed,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
233,233,16.000000000000000,1883,9288,43,5,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
234,234,107.000000000000000,1874,9317,34,4,13180_57_59_61,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
235,235,815.000000000000000,1874,9817,23,5,13180_57_59_61,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,40-49,7,RB Mixed Hardwood-Toeslope (ELTP),UE
236,236,105.000000000000000,1874,7303,43,4,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,4,RB Mixed Hardwood-Toeslope (ELTP),D
237,237,3.000000000000000,1888,9288,43,4,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,3,RB Small Stream Riparian (ELTP),C
238,238,44.000000000000000,1888,7303,43,4,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,3,RB Small Stream Riparian (ELTP),C
239,239,1234.000000000000000,1888,7977,23,6,14720_61_62_63,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,50-59,180,RB Small Stream Riparian (ELTP),Agriculture
240,240,8.000000000000000,1883,7925,43,9,13700_53_61_62,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,80-89,7,RB Mixed Hardwood-Toeslope (ELTP),UE
241,241,453.000000000000000,1883,9315,44,8,13700_53_61_62,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,70-79,7,RB Mixed Hardwood-Toeslope (ELTP),UE
242,242,652.000000000000000,1883,9315,43,4,13700_53_61_62,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
243,243,989.000000000000000,1874,7318,43,7,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,4,RB Mixed Hardwood-Toeslope (ELTP),D
244,244,284.000000000000000,1888,7303,43,5,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Small Stream Riparian (ELTP),C
245,245,1790.000000000000000,1888,7977,21,6,14720_61_62_63,Herb,Agricultural,Annual Graminoid/Forb,NA,0-0.5,Herb,50-59,180,RB Small Stream Riparian (ELTP),Agriculture
246,246,8.000000000000000,1888,9288,43,6,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Small Stream Riparian (ELTP),C
247,247,384.000000000000000,1883,7377,43,5,13700_53_61_62,Tree,Conifer,Evergreen open tree canopy,con,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
248,248,34.000000000000000,1874,7511,43,4,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,4,RB Mixed Hardwood-Toeslope (ELTP),D
249,249,177.000000000000000,1874,7318,43,6,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,4,RB Mixed Hardwood-Toeslope (ELTP),D
250,250,56.000000000000000,1888,7318,43,6,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,RB Small Stream Riparian (ELTP),C
251,251,176.000000000000000,1875,7296,1,1,13200_48_57_61,Developed,Developed-Low Intensity,Developed,NA,0,Non,0,120,Dry Mesic Mixed Oak Hardwood,Developed
252,252,205.000000000000000,1883,7370,43,4,13700_53_61_62,Tree,Conifer,Evergreen closed tree canopy,con,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
253,253,1166.000000000000000,1874,7321,43,5,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,RB Mixed Hardwood-Toeslope (ELTP),D
254,254,603.000000000000000,1875,7320,43,6,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,4,Dry Mesic Mixed Oak Hardwood,D
255,255,1186.000000000000000,1874,7296,1,1,13180_57_59_61,Developed,Developed-Low Intensity,Developed,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
256,256,262.000000000000000,1883,7556,43,4,13700_53_61_62,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
257,257,603.000000000000000,1888,7511,44,8,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,RB Small Stream Riparian (ELTP),E
258,258,800.000000000000000,1874,9315,43,6,13180_57_59_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,50-59,7,RB Mixed Hardwood-Toeslope (ELTP),UE
259,259,1134.000000000000000,1874,7977,23,6,13180_57_59_61,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,50-59,180,RB Mixed Hardwood-Toeslope (ELTP),Agriculture
260,260,104.000000000000000,1883,7512,43,5,13700_53_61_62,Tree,Conifer-Hardwood,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
261,261,243.000000000000000,1883,7974,1,1,13700_53_61_62,Agriculture,Agricultural,Annual Graminoid/Forb,NA,0,Non,0,180,RB Mixed Hardwood-Toeslope (ELTP),Agriculture
262,262,212.000000000000000,1874,7511,43,5,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,RB Mixed Hardwood-Toeslope (ELTP),D
263,263,1259.000000000000000,1883,7321,43,5,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
264,264,290.000000000000000,1883,9317,34,4,13700_53_61_62,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
265,265,29.000000000000000,1883,7929,23,5,13700_53_61_62,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,40-49,7,RB Mixed Hardwood-Toeslope (ELTP),UE
266,266,74.000000000000000,1883,7557,43,5,13700_53_61_62,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
267,267,537.000000000000000,1875,7977,23,7,13200_48_57_61,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,60-69,180,Dry Mesic Mixed Oak Hardwood,Agriculture
268,268,416.000000000000000,1874,7511,43,6,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,4,RB Mixed Hardwood-Toeslope (ELTP),D
269,269,706.000000000000000,1883,7320,43,5,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
270,270,7.000000000000000,1874,7320,43,5,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,RB Mixed Hardwood-Toeslope (ELTP),D
271,271,40.000000000000000,1883,7925,43,7,13700_53_61_62,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,60-69,7,RB Mixed Hardwood-Toeslope (ELTP),UE
272,272,6.000000000000000,1883,7926,43,7,13700_53_61_62,Tree,Developed,Evergreen open tree canopy,NA,10-25,Tree,60-69,7,RB Mixed Hardwood-Toeslope (ELTP),UE
